id,consume,consumesum,consumeavg,consumemax,remaindersum,remainderavg,remaindermax
0,628,4997.56000000001,7.833166144200643,200.0,42895.96000000004,67.23504702194364,228.98
1,687,6182.690000000003,8.960420289855078,300.0,70664.31000000011,102.41204347826104,302.41
2,915,4966.650000000051,5.380985915493013,300.0,46461.49999999996,50.337486457204726,300.0
3,58,42.400000000000006,0.7310344827586208,3.6,1186.9299999999998,20.464310344827584,38.8
8,1330,11472.370000000019,8.625842105263173,200.0,117836.7400000001,88.59905263157903,231.26
9,1618,14502.909999999976,8.963479604449924,200.0,154265.9199999995,95.34358467243479,237.96
10,847,6028.740000000018,7.084300822561714,200.0,52933.2699999999,62.20125734430071,210.74
11,892,5976.199999999993,6.6997757847533554,200.0,72694.24999999996,81.4957959641255,248.55
16,504,2974.5599999999986,5.901904761904759,200.0,26225.250000000004,52.0342261904762,200.07
17,85,495.8500000000003,5.83352941176471,200.0,6462.890000000001,76.03400000000002,185.63
19,270,3331.0600000000013,12.201684981684986,221.5,19369.989999999972,70.95234432234422,235.76
20,663,6393.730000000005,9.585802098950532,200.0,35565.909999999996,53.32220389805097,206.32
21,261,3165.7600000000016,11.991515151515157,100.0,15508.180000000026,58.74310606060616,137.22
22,923,11328.890000000043,12.221024811219033,600.0,243511.61000000028,262.68782092772415,619.62
23,1020,10959.760000000031,10.723835616438386,600.0,226877.35000000056,221.99349315068548,600.55
28,842,6401.58000000001,7.5135915492957865,100.0,39622.75000000004,46.50557511737094,117.37
29,485,3845.779999999999,7.722449799196784,300.0,44678.30999999998,89.71548192771081,306.15
32,371,2093.6899999999987,5.628198924731179,100.0,8184.610000000017,22.00163978494628,104.85
33,11,97.52000000000001,8.865454545454547,50.0,246.6,22.418181818181818,50.03
34,1104,7647.020000000029,6.926648550724663,500.0,147004.16000000032,133.1559420289858,507.8
35,1066,7026.190000000006,6.5849953139643915,220.0,69907.5900000003,65.51789128397404,222.51
36,1769,10576.950000000077,5.9655668358714475,200.0,122187.7100000001,68.91579808234636,232.37
37,1641,14349.76000000003,8.73387705416922,200.0,154266.5200000008,93.89319537431577,269.75
38,1101,10766.580000000102,9.502718446602032,200.0,111509.91999999993,98.42005295675192,294.69
39,968,10582.500000000025,10.932334710743827,200.0,76567.49000000012,79.098646694215,221.83
46,1544,12886.69000000003,8.33011635423402,200.0,97448.62000000033,62.99199741435057,203.55
47,1219,11054.760000000044,9.031666666666702,180.0,70452.35000000011,57.559109477124274,184.43
48,2291,15708.220000000128,6.850510248582699,200.0,110357.90999999987,48.12817706061922,206.74
49,435,2863.1999999999944,6.582068965517228,100.0,16428.06000000002,37.76565517241384,121.4
56,172,2102.7999999999997,12.225581395348836,300.0,16191.980000000007,94.1394186046512,301.04
57,85,812.4000000000001,9.55764705882353,200.0,5557.899999999992,65.38705882352932,205.64
60,1169,9243.310000000049,7.893518360375789,500.0,278287.5099999991,237.64945345858163,692.47
61,1260,9320.090000000062,7.3560299921073895,300.0,160265.11999999988,126.49180741910014,665.02
62,563,5380.290000000009,9.522637168141609,200.0,56645.08000000003,100.256778761062,224.58
64,1166,8519.630000000023,7.269308873720156,200.0,100943.22000000023,86.12902730375447,224.71
65,845,6609.660000000005,7.7944103773584965,200.0,85679.81999999992,101.03752358490557,241.93
66,1421,9013.110000000035,6.285292887029313,130.0,69095.41000000012,48.18368898186898,132.9
67,1364,10355.620000000026,7.4877946493131065,200.0,78709.14000000016,56.911887201735475,274.74
70,824,8103.4200000000055,9.716330935251806,100.0,39857.08000000002,47.79026378896885,111.83
71,392,2943.279999999999,7.508367346938773,100.0,16906.7,43.12933673469388,113.17
72,735,5508.230000000005,7.403534946236566,200.0,40575.509999999995,54.53697580645161,204.37
73,230,1972.9599999999994,8.467639484978537,100.0,14051.490000000054,60.306824034334994,137.77
74,1354,8762.43000000002,6.447704194260501,200.0,64554.39000000004,47.501390728476856,201.7
75,1650,10247.030000000032,6.202802663438276,200.0,92768.44999999991,56.15523607748179,262.44
76,975,11467.33000000005,11.713309499489327,200.0,160506.36999999997,163.9493054136874,611.66
77,645,10303.310000000003,15.900169753086425,200.0,125821.60000000008,194.16913580246927,556.87
82,783,4061.6300000000087,5.187266922094519,200.0,42625.75000000004,54.43901660280975,202.0
83,541,4943.000000000012,8.98727272727275,200.0,42526.900000000045,77.32163636363644,244.12
88,1194,11589.900000000067,9.658250000000056,200.0,97697.22999999976,81.41435833333314,225.45
89,575,5196.540000000009,8.990553633218008,100.0,42550.51999999998,73.61681660899652,143.14
90,754,6169.4900000000325,8.149920739762262,100.0,36804.73999999996,48.61920739762214,145.69
91,367,2408.719999999998,6.5632697547683865,100.0,15511.539999999995,42.26577656675748,124.44
92,898,6200.140000000016,6.843421633554101,300.0,104161.36000000003,114.96838852097133,327.33
93,1086,9919.71000000005,9.017918181818228,500.0,187427.0099999998,170.38819090909072,515.62
96,1087,8726.67000000006,8.0282152713892,100.0,54351.67000000006,50.00153633854651,134.3
97,1005,9129.89000000002,9.066425024826236,200.0,57976.59000000007,57.573574975173855,211.9
98,1244,8594.550000000085,6.8482470119522585,200.0,109561.94999999987,87.30035856573694,208.0
99,1148,8206.180000000031,7.148240418118494,400.0,115133.51999999989,100.29052264808352,401.38
100,1223,9992.82000000003,8.117644191714078,400.0,80728.80000000025,65.57985377741694,401.11
101,1428,14863.390000000036,10.201365820178474,200.0,99138.48000000035,68.04288263555274,412.38
102,797,8489.860000000035,10.340876979293586,200.0,44118.659999999894,53.737710109622284,216.6
103,328,3460.0399999999972,10.26718100890207,100.0,16735.71000000002,49.660860534124694,108.13
104,1681,8619.190000000077,5.112212336892098,100.0,86279.31000000006,51.17396797153028,121.37
105,1720,9453.310000000078,5.496110465116324,600.0,153010.20000000042,88.9594186046514,601.62
108,1153,6352.200000000053,5.504506065857931,400.0,178522.59000000008,154.698951473137,458.63
109,1844,9263.920000000042,5.023817787418678,400.0,252409.90999999965,136.8817299349239,403.76
110,759,9949.240000000013,13.108353096179199,200.0,43491.67000000006,57.30127799736503,202.96
111,95,1011.0,10.642105263157895,100.0,7708.290000000004,81.13989473684214,201.31
112,804,5979.940000000025,7.437736318407992,200.0,46016.91000000012,57.234962686567314,207.61
113,554,4198.029999999995,7.577671480144396,100.0,31189.109999999975,56.298032490974684,137.14
114,1487,15198.780000000026,10.22110289172833,300.0,220411.80000000066,148.2258238063219,342.65
115,1348,11422.87000000006,8.473939169139511,300.0,207770.4599999998,154.13238872403545,393.82
116,2054,8809.71000000013,4.289050632911456,800.0,539978.1700000002,262.89102726387546,874.33
117,1432,10577.44000000003,7.386480446927395,600.0,244415.81999999954,170.68143854748573,628.87
118,1650,12097.970000000041,7.332103030303055,300.0,112530.31000000006,68.20018787878791,314.43
119,973,9261.570000000032,9.518571428571462,400.0,103575.99000000006,106.45014388489216,400.76
120,1817,9507.54,5.232548156301596,600.0,229263.67999999982,126.17703907539891,633.78
121,1658,12175.790000000025,7.343661037394466,500.0,205350.14999999927,123.85413148371488,518.63
136,1802,13863.430000000051,7.693357380688153,200.0,122300.99999999967,67.86958934517185,240.68
137,1931,13582.94000000015,7.034148109787752,200.0,146789.50999999975,76.01735370274456,225.54
138,1683,10803.340000000002,6.419096850861558,300.0,94830.1099999999,56.345876411170465,307.28
139,1198,10514.109999999993,8.77638564273789,300.0,96629.98000000008,80.65941569282144,315.65
140,697,6607.760000000026,9.480286944045949,100.0,32738.90000000001,46.97116212338595,116.24
141,558,5156.16000000001,9.2404301075269,200.0,27867.81,49.94231182795699,204.86
142,582,5040.6600000000035,8.660927835051552,200.0,41538.710000000116,71.37235395189023,233.93
143,1138,8758.71000000003,7.683078947368448,200.0,72590.86,63.67619298245614,204.06
146,1765,8787.450000000037,4.97872521246461,200.0,100473.27000000018,56.92536543909358,206.36
147,1393,8716.110000000026,6.2570782483848,100.0,70531.46999999972,50.63278535534797,115.62
148,1245,9800.430000000031,7.87183132530123,200.0,139415.68000000028,111.98046586345404,273.97
149,968,8917.410000000025,9.212200413223167,200.0,105163.12000000018,108.6395867768597,229.35
152,1910,11800.870000000095,6.178465968586438,300.0,207306.80000000022,108.53759162303676,351.47
153,1736,13706.720000000061,7.8955760368663945,300.0,237620.29999999874,136.878052995391,315.87
154,2133,12310.950000000059,5.771659634317889,100.0,121396.75000000009,56.91361931551809,140.86
155,1859,12033.660000000053,6.473189887036069,115.77,101793.73000000035,54.75725121032832,128.29
158,966,6436.930000000012,6.649721074380178,200.0,65316.14000000004,67.47535123966946,202.58
159,1731,10981.760000000017,6.3441709994223086,200.0,94806.18000000011,54.76960138648187,209.12
160,837,6652.940000000016,7.9296066746126534,300.0,85913.00999999995,102.39929678188314,331.39
161,913,7987.810000000021,8.748970427163222,200.0,81922.99000000002,89.72945235487407,256.97
162,1567,8827.080000000056,5.611621106166597,200.0,115435.8699999999,73.38580419580413,216.64
163,835,6666.630000000011,7.983988023952109,200.0,75007.66999999997,89.8295449101796,226.83
166,1858,13159.90000000005,7.0600321888412285,700.0,528085.91,283.3078916309013,756.74
167,2094,13382.570000000058,6.390912129894965,800.0,480754.03000000044,229.58645176695342,823.92
172,575,6539.8499999999985,11.37365217391304,300.0,63731.3799999999,110.83718260869549,319.02
173,140,2343.8,16.74142857142857,300.0,14592.00000000001,104.2285714285715,300.14
178,1295,13196.650000000041,10.190463320463353,300.0,123402.32999999973,95.29137451737431,309.56
179,498,4720.35,9.478614457831325,200.0,43730.96000000008,87.81317269076321,225.49
182,245,1479.1399999999999,6.037306122448979,200.0,13822.919999999993,56.42008163265303,200.09
183,136,1085.0099999999995,7.97801470588235,200.0,6416.929999999996,47.18330882352938,201.25
184,1457,10034.190000000011,6.868028747433272,600.0,240650.37000000034,164.7162012320331,601.45
185,1629,11055.039999999943,6.78639656230813,300.0,130392.7900000004,80.0446838551261,304.73
186,1617,8078.190000000084,4.986537037037089,200.0,182691.70999999993,112.77266049382712,294.7
187,3388,13476.550000000087,3.9777302243211587,100.0,281491.60000000056,83.08488783943346,195.8
190,747,7224.910000000009,9.646074766355152,300.0,58675.1499999999,78.33798397863805,303.04
191,819,7615.000000000013,9.297924297924313,400.0,76451.44999999975,93.34731379731349,411.34
192,950,8716.14000000008,9.174884210526399,300.0,134329.05999999982,141.3990105263156,322.86
193,955,8127.780000000077,8.51076439790584,300.0,117940.0099999999,123.49739267015696,319.8
194,926,8910.160000000022,9.622203023758123,200.0,86408.70000000007,93.31393088552923,237.72
195,597,6388.170000000009,10.700452261306548,200.0,53193.05000000006,89.10058626465671,209.21
198,480,5605.150000000003,11.67739583333334,200.0,35541.570000000014,74.04493750000003,202.22
199,328,4107.549999999997,12.523018292682918,200.0,28615.250000000025,87.24161585365862,257.16
200,977,5178.320000000012,5.204341708542726,200.0,47135.17999999998,47.37204020100501,206.81
201,916,7727.950000000004,8.436626637554589,300.0,64899.93000000014,70.85145196506565,300.65
202,1740,9417.610000000095,5.41241954022994,400.0,155411.77999999977,89.3171149425286,429.95
203,1638,8389.090000000071,5.1215445665446095,200.0,85751.81999999977,52.351538461538325,200.51
204,2644,14064.920000000067,5.319561270801841,300.0,208771.51000000053,78.96048033282925,324.28
205,1759,10300.030000000064,5.855616827743073,100.0,110950.96000000006,63.07615690733375,152.27
206,953,5041.4400000000105,5.290073452256045,100.0,36182.45999999998,37.96690451206713,118.78
207,341,2794.31,8.194457478005864,138.79,20271.14000000002,59.446158357771324,156.3
212,1253,11169.140000000032,8.906810207336548,300.0,111466.4400000002,88.88870813397146,304.07
213,1025,9522.310000000001,9.235994180407372,300.0,98067.68000000024,95.11899127061129,390.92
214,2083,12426.860000000135,5.948712302537164,200.0,184996.61999999962,88.55750119674467,480.2
215,1480,9979.740000000025,6.706814516129049,200.0,85426.29000000018,57.41014112903238,213.63
216,1749,15832.480000000069,9.026499429874612,700.0,690112.3100000002,393.450575826682,879.03
217,1123,9794.590000000087,8.675456155890245,700.0,356407.0000000017,315.68379096545766,779.64
218,1879,8984.160000000016,4.773730074388957,100.0,103682.57999999974,55.091700318809636,163.9
219,1880,9333.900000000036,4.920347917764911,100.0,111943.38000000027,59.0107432788615,129.86
220,1172,7049.880000000044,5.9744745762712235,300.0,74310.32000000002,62.974847457627135,302.72
221,87,663.8500000000003,7.630459770114945,100.0,3974.56,45.68459770114942,108.2
224,521,2911.0900000000006,5.555515267175574,100.0,18802.050000000003,35.88177480916031,115.29
225,497,2881.5499999999997,5.7631,100.0,15099.010000000024,30.19802000000005,113.29
228,601,4397.160000000001,7.208459016393443,200.0,70626.79999999993,115.78163934426217,270.43
