0,9,1
1,9,2
8,6,1565
9,6,1570
10,3,1
11,3,2
19,7,7
20,7,356
21,7,381
22,8,1734
23,8,2154
28,8,2245
29,8,2247
36,8,2269
37,8,2272
56,8,2365
57,8,2376
62,8,2433
63,8,2442
64,8,2457
65,8,2468
66,9,2864
67,9,2865
70,9,2872
71,9,2873
74,9,2882
75,9,2885
76,9,2890
77,9,2895
82,9,2906
83,9,2907
88,9,2916
89,9,2923
92,9,2926
93,9,2927
98,9,2932
99,9,2933
112,5,9
113,5,10
118,5,15
119,5,16
138,5,297
139,5,398
142,9,1123
143,9,1124
152,6,533
153,6,608
154,6,609
155,6,610
158,6,611
159,6,612
160,6,613
161,6,614
162,6,615
163,6,616
172,6,625
173,6,626
178,6,631
179,6,632
184,3,911
185,3,912
186,3,913
187,3,914
192,3,919
193,3,920
194,3,921
195,3,922
198,3,925
199,3,926
206,3,934
207,3,935
212,4,951
213,4,952
216,4,955
217,4,956
220,4,959
221,4,964
224,4,967
225,4,968
230,4,974
231,4,975
232,4,976
233,4,977
236,4,980
237,4,983
238,4,984
239,4,985
244,4,991
245,4,992
254,1,283
255,1,284
258,1,285
259,1,286
266,1,291
267,1,292
282,19,951
283,19,1001
288,19,1250
289,19,1299
294,19,1321
295,19,1322
296,19,1323
297,19,1324
300,19,1327
301,19,1328
306,19,1333
307,19,1334
322,19,1349
323,19,1350
330,19,1359
331,19,1360
346,19,1375
347,19,1376
352,19,1381
353,19,1382
354,19,1383
355,19,1384
366,11,368
367,11,369
368,11,370
369,11,371
372,5,2612
373,5,2623
398,13,2703
399,13,2704
400,13,2705
401,13,2706
406,13,2711
407,13,2712
408,13,2713
409,13,2714
412,4,1401
413,4,1402
426,16,299
427,16,300
430,16,303
431,16,304
438,16,311
439,16,312
440,16,313
441,16,314
448,16,321
449,16,322
450,16,323
451,16,324
470,16,343
471,16,346
476,16,351
477,16,352
480,16,355
481,16,358
496,16,373
497,16,374
504,8,2304
505,8,2305
508,8,2308
509,8,2309
510,8,2311
511,8,2312
522,8,2322
523,8,2323
524,8,2324
525,8,2325
528,8,2328
529,8,2329
532,8,2333
533,8,2334
534,8,2335
535,8,2336
536,8,2337
537,8,2338
552,8,2357
553,8,2358
564,8,2370
565,8,2371
566,8,2372
567,8,2373
572,8,2379
573,8,2380
576,8,2383
577,8,2384
580,8,2388
581,8,2389
584,8,2392
585,8,2393
596,8,2407
597,8,2408
602,8,2414
603,8,2415
606,8,2418
607,8,2419
612,8,2425
613,8,2426
616,8,2429
617,8,2430
624,8,2438
625,8,2439
626,8,2440
627,8,2441
634,8,2447
635,8,2448
636,8,2451
637,8,2452
648,8,2466
649,8,2467
650,8,2469
651,8,2470
658,8,2477
659,8,2478
662,8,2481
663,8,2482
674,8,2493
675,8,2494
680,8,2499
681,8,2500
690,8,2509
691,8,2510
694,8,2513
695,8,2514
696,8,2515
697,8,2516
706,8,2525
707,8,2526
708,8,2527
709,8,2530
712,8,2535
713,8,2536
714,8,2537
715,8,2538
718,8,2541
719,8,2542
732,8,2557
733,8,2558
742,8,2567
743,8,2568
744,8,2569
745,8,2570
746,8,2571
747,8,2572
754,8,2579
755,8,2580
756,8,2581
757,8,2582
762,8,2587
763,8,2588
770,7,596
771,7,597
772,8,2595
773,8,2596
774,8,2597
775,8,2598
786,8,2611
787,8,2612
796,8,2621
797,8,2622
800,8,2625
801,8,2626
802,8,2627
803,8,2628
816,8,2643
817,8,2644
820,8,2647
821,8,2648
822,8,2649
823,8,2650
824,8,2651
825,8,2652
826,8,2653
827,8,2656
840,8,2669
841,8,2670
844,8,2673
845,8,2674
878,8,2709
879,8,2710
882,8,2713
883,8,2714
886,8,2717
887,8,2718
890,8,2721
891,8,2722
894,8,2725
895,8,2726
896,8,2727
897,8,2728
898,8,2729
899,8,2730
900,8,2731
901,8,2732
908,8,2737
